AssemblyAccession	Taxid	SpeciesTaxid	Organism	AssemblyStatus	RefSeq_category	FtpPath_GenBank	FtpPath_RefSeq	FtpPath_Assembly_rpt
GCF_019317285.1	2856523	2856523	Pedobacter sp. D749 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/317/285/GCA_019317285.1_ASM1931728v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/317/285/GCF_019317285.1_ASM1931728v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/317/285/GCF_019317285.1_ASM1931728v1/GCF_019317285.1_ASM1931728v1_assembly_report.txt
GCA_019316985.1	2855689	2855689	Niabella sp. I65 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/316/985/GCA_019316985.1_ASM1931698v1	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/316/985/GCA_019316985.1_ASM1931698v1/GCA_019316985.1_ASM1931698v1_assembly_report.txt
GCF_019297815.1	913239	34085	Riemerella anatipestifer RA-YM (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/297/815/GCA_019297815.1_ASM1929781v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/297/815/GCF_019297815.1_ASM1929781v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/297/815/GCF_019297815.1_ASM1929781v1/GCF_019297815.1_ASM1929781v1_assembly_report.txt
GCA_019285695.1	2853439	2853439	Sphingobacterium sp. E70 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/285/695/GCA_019285695.1_ASM1928569v1	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/285/695/GCA_019285695.1_ASM1928569v1/GCA_019285695.1_ASM1928569v1_assembly_report.txt
GCF_019278585.1	2749994	2749994	Cellulophaga sp. HaHa_2_1 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/278/585/GCA_019278585.1_ASM1927858v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/585/GCF_019278585.1_ASM1927858v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/585/GCF_019278585.1_ASM1927858v1/GCF_019278585.1_ASM1927858v1_assembly_report.txt
GCF_019278565.1	2745558	2745558	Cellulophaga sp. HaHa_2_95 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/278/565/GCA_019278565.1_ASM1927856v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/565/GCF_019278565.1_ASM1927856v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/565/GCF_019278565.1_ASM1927856v1/GCF_019278565.1_ASM1927856v1_assembly_report.txt
GCF_019278545.1	2745560	2745560	Olleya sp. HaHaR_3_96 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/278/545/GCA_019278545.1_ASM1927854v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/545/GCF_019278545.1_ASM1927854v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/545/GCF_019278545.1_ASM1927854v1/GCF_019278545.1_ASM1927854v1_assembly_report.txt
GCF_019278525.1	2745561	2745561	Polaribacter sp. HaHaR_3_91 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/278/525/GCA_019278525.1_ASM1927852v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/525/GCF_019278525.1_ASM1927852v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/525/GCF_019278525.1_ASM1927852v1/GCF_019278525.1_ASM1927852v1_assembly_report.txt
GCF_019278505.1	2745562	2745562	Polaribacter sp. AHE13PA (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/278/505/GCA_019278505.1_ASM1927850v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/505/GCF_019278505.1_ASM1927850v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/505/GCF_019278505.1_ASM1927850v1/GCF_019278505.1_ASM1927850v1_assembly_report.txt
GCF_019278485.1	2745563	2745563	Polaribacter sp. R2A056_3_33 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/278/485/GCA_019278485.1_ASM1927848v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/485/GCF_019278485.1_ASM1927848v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/485/GCF_019278485.1_ASM1927848v1/GCF_019278485.1_ASM1927848v1_assembly_report.txt
GCF_019278465.1	2745565	2745565	Tenacibaculum sp. AHE14PA (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/278/465/GCA_019278465.1_ASM1927846v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/465/GCF_019278465.1_ASM1927846v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/465/GCF_019278465.1_ASM1927846v1/GCF_019278465.1_ASM1927846v1_assembly_report.txt
GCF_019278445.1	2745566	2745566	Tenacibaculum sp. AHE15PA (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/278/445/GCA_019278445.1_ASM1927844v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/445/GCF_019278445.1_ASM1927844v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/445/GCF_019278445.1_ASM1927844v1/GCF_019278445.1_ASM1927844v1_assembly_report.txt
GCF_019278425.1	2749995	2749995	Winogradskyella sp. HaHa_3_26 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/278/425/GCA_019278425.1_ASM1927842v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/425/GCF_019278425.1_ASM1927842v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/278/425/GCF_019278425.1_ASM1927842v1/GCF_019278425.1_ASM1927842v1_assembly_report.txt
GCF_019263805.1	2855841	2855841	Polaribacter sp. NJDZ03 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/263/805/GCA_019263805.1_ASM1926380v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/263/805/GCF_019263805.1_ASM1926380v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/263/805/GCF_019263805.1_ASM1926380v1/GCF_019263805.1_ASM1926380v1_assembly_report.txt
GCF_019021925.1	1942464	1942464	Cellulophaga sp. HaHaR_3_176 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/021/925/GCA_019021925.1_ASM1902192v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/021/925/GCF_019021925.1_ASM1902192v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/021/925/GCF_019021925.1_ASM1902192v1/GCF_019021925.1_ASM1902192v1_assembly_report.txt
GCA_907165195.1	2829795	2829795	Cryomorphaceae bacterium CECT 30217 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/165/195/GCA_907165195.1_Cryomorphaceae_CECT30217	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/165/195/GCA_907165195.1_Cryomorphaceae_CECT30217/GCA_907165195.1_Cryomorphaceae_CECT30217_assembly_report.txt
GCF_018972085.1	34085	34085	Riemerella anatipestifer (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/972/085/GCA_018972085.1_ASM1897208v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/972/085/GCF_018972085.1_ASM1897208v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/972/085/GCF_018972085.1_ASM1897208v1/GCF_018972085.1_ASM1897208v1_assembly_report.txt
GCF_018924625.1	2825845	2825845	Chryseobacterium sp. PCH239 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/924/625/GCA_018924625.1_ASM1892462v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/924/625/GCF_018924625.1_ASM1892462v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/924/625/GCF_018924625.1_ASM1892462v1/GCF_018924625.1_ASM1892462v1_assembly_report.txt
GCF_016858305.2	2806551	2806551	Polaribacter sp. Q13 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/858/305/GCA_016858305.2_ASM1685830v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/858/305/GCF_016858305.2_ASM1685830v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/858/305/GCF_016858305.2_ASM1685830v2/GCF_016858305.2_ASM1685830v2_assembly_report.txt
GCF_018736065.1	373891	373891	Flammeovirga kamogawensis (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/736/065/GCA_018736065.1_ASM1873606v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/736/065/GCF_018736065.1_ASM1873606v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/736/065/GCF_018736065.1_ASM1873606v1/GCF_018736065.1_ASM1873606v1_assembly_report.txt
GCF_018736045.1	367791	367791	Flammeovirga yaeyamensis (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/736/045/GCA_018736045.1_ASM1873604v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/736/045/GCF_018736045.1_ASM1873604v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/736/045/GCF_018736045.1_ASM1873604v1/GCF_018736045.1_ASM1873604v1_assembly_report.txt
GCF_018603435.1	2838877	2838877	Chryseobacterium sp. ZHDP1 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/603/435/GCA_018603435.1_ASM1860343v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/603/435/GCF_018603435.1_ASM1860343v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/603/435/GCF_018603435.1_ASM1860343v1/GCF_018603435.1_ASM1860343v1_assembly_report.txt
GCF_907163105.1	2004710	2004710	Cloacibacterium caeni (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/163/105/GCA_907163105.1_CB-03_assembly	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/907/163/105/GCF_907163105.1_CB-03_assembly	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/907/163/105/GCF_907163105.1_CB-03_assembly/GCF_907163105.1_CB-03_assembly_assembly_report.txt
GCF_907163125.1	2004710	2004710	Cloacibacterium caeni (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/163/125/GCA_907163125.1_CB-01_assembly	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/907/163/125/GCF_907163125.1_CB-01_assembly	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/907/163/125/GCF_907163125.1_CB-01_assembly/GCF_907163125.1_CB-01_assembly_assembly_report.txt
GCF_018389405.1	839	839	Prevotella ruminicola (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/389/405/GCA_018389405.1_ASM1838940v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/389/405/GCF_018389405.1_ASM1838940v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/389/405/GCF_018389405.1_ASM1838940v1/GCF_018389405.1_ASM1838940v1_assembly_report.txt
GCF_018362995.1	253	253	Chryseobacterium indologenes (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/362/995/GCA_018362995.1_ASM1836299v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/362/995/GCF_018362995.1_ASM1836299v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/362/995/GCF_018362995.1_ASM1836299v1/GCF_018362995.1_ASM1836299v1_assembly_report.txt
GCF_018292205.1	997873	47678	Bacteroides caccae CL03T12C61 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/292/205/GCA_018292205.1_ASM1829220v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/292/205/GCF_018292205.1_ASM1829220v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/292/205/GCF_018292205.1_ASM1829220v1/GCF_018292205.1_ASM1829220v1_assembly_report.txt
GCF_018292185.1	997879	817	Bacteroides fragilis CL03T12C07 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/292/185/GCA_018292185.1_ASM1829218v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/292/185/GCF_018292185.1_ASM1829218v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/292/185/GCF_018292185.1_ASM1829218v1/GCF_018292185.1_ASM1829218v1_assembly_report.txt
GCF_018292165.1	997890	820	Bacteroides uniformis CL03T12C37 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/292/165/GCA_018292165.1_ASM1829216v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/292/165/GCF_018292165.1_ASM1829216v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/292/165/GCF_018292165.1_ASM1829216v1/GCF_018292165.1_ASM1829216v1_assembly_report.txt
GCF_018292145.1	999416	823	Parabacteroides distasonis CL03T12C09 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/292/145/GCA_018292145.1_ASM1829214v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/292/145/GCF_018292145.1_ASM1829214v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/292/145/GCF_018292145.1_ASM1829214v1/GCF_018292145.1_ASM1829214v1_assembly_report.txt
GCF_018292125.1	246787	246787	Bacteroides cellulosilyticus (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/292/125/GCA_018292125.1_ASM1829212v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/292/125/GCF_018292125.1_ASM1829212v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/292/125/GCF_018292125.1_ASM1829212v1/GCF_018292125.1_ASM1829212v1_assembly_report.txt
GCF_018292105.1	357276	357276	Phocaeicola dorei (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/292/105/GCA_018292105.1_ASM1829210v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/292/105/GCF_018292105.1_ASM1829210v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/292/105/GCF_018292105.1_ASM1829210v1/GCF_018292105.1_ASM1829210v1_assembly_report.txt
GCF_018292045.1	28116	28116	Bacteroides ovatus (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/292/045/GCA_018292045.1_ASM1829204v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/292/045/GCF_018292045.1_ASM1829204v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/292/045/GCF_018292045.1_ASM1829204v1/GCF_018292045.1_ASM1829204v1_assembly_report.txt
GCF_018291945.1	291644	291644	Bacteroides salyersiae (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/291/945/GCA_018291945.1_ASM1829194v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/291/945/GCF_018291945.1_ASM1829194v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/291/945/GCF_018291945.1_ASM1829194v1/GCF_018291945.1_ASM1829194v1_assembly_report.txt
GCF_018291825.1	818	818	Bacteroides thetaiotaomicron (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/291/825/GCA_018291825.1_ASM1829182v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/291/825/GCF_018291825.1_ASM1829182v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/291/825/GCF_018291825.1_ASM1829182v1/GCF_018291825.1_ASM1829182v1_assembly_report.txt
GCF_018291785.1	820	820	Bacteroides uniformis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/291/785/GCA_018291785.1_ASM1829178v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/291/785/GCF_018291785.1_ASM1829178v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/291/785/GCF_018291785.1_ASM1829178v1/GCF_018291785.1_ASM1829178v1_assembly_report.txt
GCF_018289375.1	820	820	Bacteroides uniformis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/289/375/GCA_018289375.1_ASM1828937v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/375/GCF_018289375.1_ASM1828937v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/375/GCF_018289375.1_ASM1828937v1/GCF_018289375.1_ASM1828937v1_assembly_report.txt
GCF_018289355.1	821	821	Phocaeicola vulgatus (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/289/355/GCA_018289355.1_ASM1828935v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/355/GCF_018289355.1_ASM1828935v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/355/GCF_018289355.1_ASM1828935v1/GCF_018289355.1_ASM1828935v1_assembly_report.txt
GCF_018289335.1	823	823	Parabacteroides distasonis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/289/335/GCA_018289335.1_ASM1828933v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/335/GCF_018289335.1_ASM1828933v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/335/GCF_018289335.1_ASM1828933v1/GCF_018289335.1_ASM1828933v1_assembly_report.txt
GCF_018289315.1	46503	46503	Parabacteroides merdae (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/289/315/GCA_018289315.1_ASM1828931v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/315/GCF_018289315.1_ASM1828931v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/315/GCF_018289315.1_ASM1828931v1/GCF_018289315.1_ASM1828931v1_assembly_report.txt
GCF_018289295.1	28111	28111	Bacteroides eggerthii (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/289/295/GCA_018289295.1_ASM1828929v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/295/GCF_018289295.1_ASM1828929v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/295/GCF_018289295.1_ASM1828929v1/GCF_018289295.1_ASM1828929v1_assembly_report.txt
GCF_018289275.1	818	818	Bacteroides thetaiotaomicron (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/289/275/GCA_018289275.1_ASM1828927v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/275/GCF_018289275.1_ASM1828927v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/275/GCF_018289275.1_ASM1828927v1/GCF_018289275.1_ASM1828927v1_assembly_report.txt
GCF_018289175.1	820	820	Bacteroides uniformis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/289/175/GCA_018289175.1_ASM1828917v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/175/GCF_018289175.1_ASM1828917v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/175/GCF_018289175.1_ASM1828917v1/GCF_018289175.1_ASM1828917v1_assembly_report.txt
GCF_018289135.1	371601	371601	Bacteroides xylanisolvens (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/289/135/GCA_018289135.1_ASM1828913v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/135/GCF_018289135.1_ASM1828913v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/135/GCF_018289135.1_ASM1828913v1/GCF_018289135.1_ASM1828913v1_assembly_report.txt
GCF_018289035.1	371601	371601	Bacteroides xylanisolvens (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/289/035/GCA_018289035.1_ASM1828903v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/035/GCF_018289035.1_ASM1828903v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/035/GCF_018289035.1_ASM1828903v1/GCF_018289035.1_ASM1828903v1_assembly_report.txt
GCF_018288975.1	823	823	Parabacteroides distasonis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/288/975/GCA_018288975.1_ASM1828897v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/288/975/GCF_018288975.1_ASM1828897v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/288/975/GCF_018288975.1_ASM1828897v1/GCF_018288975.1_ASM1828897v1_assembly_report.txt
GCF_018279895.1	823	823	Parabacteroides distasonis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/279/895/GCA_018279895.1_ASM1827989v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/279/895/GCF_018279895.1_ASM1827989v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/279/895/GCF_018279895.1_ASM1827989v1/GCF_018279895.1_ASM1827989v1_assembly_report.txt
GCF_018279805.1	371601	371601	Bacteroides xylanisolvens (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/279/805/GCA_018279805.1_ASM1827980v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/279/805/GCF_018279805.1_ASM1827980v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/279/805/GCF_018279805.1_ASM1827980v1/GCF_018279805.1_ASM1827980v1_assembly_report.txt
GCF_018255755.1	2829818	2829818	Chitinophaga sp. KRA15-503 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/255/755/GCA_018255755.1_ASM1825575v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/255/755/GCF_018255755.1_ASM1825575v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/255/755/GCF_018255755.1_ASM1825575v1/GCF_018255755.1_ASM1825575v1_assembly_report.txt
GCF_018141805.1	837	837	Porphyromonas gingivalis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/141/805/GCA_018141805.1_ASM1814180v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/141/805/GCF_018141805.1_ASM1814180v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/141/805/GCF_018141805.1_ASM1814180v1/GCF_018141805.1_ASM1814180v1_assembly_report.txt
GCF_018141765.1	837	837	Porphyromonas gingivalis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/141/765/GCA_018141765.1_ASM1814176v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/141/765/GCF_018141765.1_ASM1814176v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/141/765/GCF_018141765.1_ASM1814176v1/GCF_018141765.1_ASM1814176v1_assembly_report.txt
GCF_018141745.1	837	837	Porphyromonas gingivalis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/141/745/GCA_018141745.1_ASM1814174v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/141/745/GCF_018141745.1_ASM1814174v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/141/745/GCF_018141745.1_ASM1814174v1/GCF_018141745.1_ASM1814174v1_assembly_report.txt
GCF_018128205.1	28129	28129	Prevotella denticola (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/128/205/GCA_018128205.1_ASM1812820v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/128/205/GCF_018128205.1_ASM1812820v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/128/205/GCF_018128205.1_ASM1812820v1/GCF_018128205.1_ASM1812820v1_assembly_report.txt
GCF_018128185.1	28129	28129	Prevotella denticola (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/128/185/GCA_018128185.1_ASM1812818v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/128/185/GCF_018128185.1_ASM1812818v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/128/185/GCF_018128185.1_ASM1812818v1/GCF_018128185.1_ASM1812818v1_assembly_report.txt
GCF_018128165.1	28129	28129	Prevotella denticola (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/128/165/GCA_018128165.1_ASM1812816v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/128/165/GCF_018128165.1_ASM1812816v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/128/165/GCF_018128165.1_ASM1812816v1/GCF_018128165.1_ASM1812816v1_assembly_report.txt
